"variable","med","lwr","upr","Sex","State_code_stan","Year","Age_bin_idx","Age"
"Rg[2,8,11,7]",0.2397375,0.208322975,0.275203575,"M",8,2024,8,"31-35"
"Rg[1,9,11,7]",0.06320605,0.0540132875,0.0747290475,"F",9,2024,8,"31-35"
"Rg[2,9,11,7]",0.06320605,0.0540132875,0.0747290475,"M",9,2024,8,"31-35"
"Rg[1,10,11,7]",0.1508665,0.1323679,0.172920825,"F",10,2024,8,"31-35"
"Rg[2,10,11,7]",0.1508665,0.1323679,0.172920825,"M",10,2024,8,"31-35"
"Rg[1,11,11,7]",0.1899625,0.16990545,0.2146307,"F",11,2024,8,"31-35"
"Rg[2,11,11,7]",0.1899625,0.16990545,0.2146307,"M",11,2024,8,"31-35"
"Rg[1,12,11,7]",0.08069645,0.07065935,0.09194132,"F",12,2024,8,"31-35"
"Rg[2,12,11,7]",0.08069645,0.07065935,0.09194132,"M",12,2024,8,"31-35"
"Rg[1,13,11,7]",0.1987095,0.1738135,0.228159975,"F",13,2024,8,"31-35"
"Rg[2,13,11,7]",0.1987095,0.1738135,0.228159975,"M",13,2024,8,"31-35"
"Rg[1,14,11,7]",0.2314185,0.207805,0.2571596,"F",14,2024,8,"31-35"
"Rg[2,14,11,7]",0.2314185,0.207805,0.2571596,"M",14,2024,8,"31-35"
"Rg[1,15,11,7]",0.6816585,0.595599675,0.7696114,"F",15,2024,8,"31-35"
"Rg[2,15,11,7]",0.6816585,0.595599675,0.7696114,"M",15,2024,8,"31-35"
"Rg[1,16,11,7]",0.0144825,0.0125571825,0.0173737125,"F",16,2024,8,"31-35"
"Rg[2,16,11,7]",0.0144825,0.0125571825,0.0173737125,"M",16,2024,8,"31-35"
"Rg[1,17,11,7]",0.4588795,0.436998275,0.48004635,"F",17,2024,8,"31-35"
"Rg[2,17,11,7]",0.4588795,0.436998275,0.48004635,"M",17,2024,8,"31-35"
"Rg[1,18,11,7]",0.2231385,0.201440325,0.2460662,"F",18,2024,8,"31-35"
"Rg[2,18,11,7]",0.2231385,0.201440325,0.2460662,"M",18,2024,8,"31-35"
"Rg[1,19,11,7]",0.287075,0.25972,0.316987475,"F",19,2024,8,"31-35"
"Rg[2,19,11,7]",0.287075,0.25972,0.316987475,"M",19,2024,8,"31-35"
"Rg[1,20,11,7]",0.5909995,0.53689165,0.652925575,"F",20,2024,8,"31-35"
"Rg[2,20,11,7]",0.5909995,0.53689165,0.652925575,"M",20,2024,8,"31-35"
"Rg[1,21,11,7]",0.01453385,0.0114327325,0.01910535,"F",21,2024,8,"31-35"
"Rg[2,21,11,7]",0.01453385,0.0114327325,0.01910535,"M",21,2024,8,"31-35"
"Rg[1,22,11,7]",0.058075,0.05050203,0.068970925,"F",22,2024,8,"31-35"
"Rg[2,22,11,7]",0.058075,0.05050203,0.068970925,"M",22,2024,8,"31-35"
"Rg[1,23,11,7]",0.531897,0.469599475,0.599864925,"F",23,2024,8,"31-35"
"Rg[2,23,11,7]",0.531897,0.469599475,0.599864925,"M",23,2024,8,"31-35"
"Rg[1,24,11,7]",0.0085867,0.00708685675,0.0108167975,"F",24,2024,8,"31-35"
"Rg[2,24,11,7]",0.0085867,0.00708685675,0.0108167975,"M",24,2024,8,"31-35"
"Rg[1,25,11,7]",0.035554,0.030976885,0.04132464,"F",25,2024,8,"31-35"
"Rg[2,25,11,7]",0.035554,0.030976885,0.04132464,"M",25,2024,8,"31-35"
"Rg[1,26,11,7]",0.648849,0.5996261,0.697729625,"F",26,2024,8,"31-35"
"Rg[2,26,11,7]",0.648849,0.5996261,0.697729625,"M",26,2024,8,"31-35"
"Rg[1,27,11,7]",0.386072,0.347621475,0.42558915,"F",27,2024,8,"31-35"
"Rg[2,27,11,7]",0.386072,0.347621475,0.42558915,"M",27,2024,8,"31-35"
"Rg[1,1,1,8]",0.0213338,0.00276466375,0.048678265,"F",1,2014,9,"36-40"
"Rg[2,1,1,8]",0.0213338,0.00276466375,0.048678265,"M",1,2014,9,"36-40"
"Rg[1,2,1,8]",0.001684095,0.00037247305,0.0051043555,"F",2,2014,9,"36-40"
"Rg[2,2,1,8]",0.001684095,0.00037247305,0.0051043555,"M",2,2014,9,"36-40"
"Rg[1,3,1,8]",0.116078,0.0948005475,0.14326575,"F",3,2014,9,"36-40"
"Rg[2,3,1,8]",0.116078,0.0948005475,0.14326575,"M",3,2014,9,"36-40"
"Rg[1,4,1,8]",0.00903514,0.004212468,0.01812959,"F",4,2014,9,"36-40"
"Rg[2,4,1,8]",0.00903514,0.004212468,0.01812959,"M",4,2014,9,"36-40"
"Rg[1,5,1,8]",0.0198809,0.01758787,0.022309905,"F",5,2014,9,"36-40"
"Rg[2,5,1,8]",0.0198809,0.01758787,0.022309905,"M",5,2014,9,"36-40"
"Rg[1,6,1,8]",0.00838257,0.00538855975,0.0129309175,"F",6,2014,9,"36-40"
"Rg[2,6,1,8]",0.00838257,0.00538855975,0.0129309175,"M",6,2014,9,"36-40"
"Rg[1,7,1,8]",0.006279,0.0022564965,0.0132240375,"F",7,2014,9,"36-40"
"Rg[2,7,1,8]",0.006279,0.0022564965,0.0132240375,"M",7,2014,9,"36-40"
"Rg[1,8,1,8]",0.00150522,0.000366601225,0.00455122275,"F",8,2014,9,"36-40"
"Rg[2,8,1,8]",0.00150522,0.000366601225,0.00455122275,"M",8,2014,9,"36-40"
"Rg[1,9,1,8]",0.005066245,0.00235671775,0.010248185,"F",9,2014,9,"36-40"
"Rg[2,9,1,8]",0.005066245,0.00235671775,0.010248185,"M",9,2014,9,"36-40"
"Rg[1,10,1,8]",0.001108615,0.000291873625,0.0032676545,"F",10,2014,9,"36-40"
"Rg[2,10,1,8]",0.001108615,0.000291873625,0.0032676545,"M",10,2014,9,"36-40"
"Rg[1,11,1,8]",0.00248723,0.000617969825,0.00690105449999999,"F",11,2014,9,"36-40"
"Rg[2,11,1,8]",0.00248723,0.000617969825,0.00690105449999999,"M",11,2014,9,"36-40"
"Rg[1,12,1,8]",0.001772605,0.000394748175,0.00537598099999999,"F",12,2014,9,"36-40"
"Rg[2,12,1,8]",0.001772605,0.000394748175,0.00537598099999999,"M",12,2014,9,"36-40"
"Rg[1,13,1,8]",0.002103315,0.001073737,0.00366583925,"F",13,2014,9,"36-40"
"Rg[2,13,1,8]",0.002103315,0.001073737,0.00366583925,"M",13,2014,9,"36-40"
"Rg[1,14,1,8]",0.005806255,0.00295409225,0.010509385,"F",14,2014,9,"36-40"
"Rg[2,14,1,8]",0.005806255,0.00295409225,0.010509385,"M",14,2014,9,"36-40"
"Rg[1,15,1,8]",0.00150422,0.00037706875,0.00483172199999999,"F",15,2014,9,"36-40"
"Rg[2,15,1,8]",0.00150422,0.00037706875,0.00483172199999999,"M",15,2014,9,"36-40"
"Rg[1,16,1,8]",0.00216699,0.0009195483,0.00451628425,"F",16,2014,9,"36-40"
"Rg[2,16,1,8]",0.00216699,0.0009195483,0.00451628425,"M",16,2014,9,"36-40"
"Rg[1,17,1,8]",0.00215386,0.000797647875,0.00467929699999999,"F",17,2014,9,"36-40"
"Rg[2,17,1,8]",0.00215386,0.000797647875,0.00467929699999999,"M",17,2014,9,"36-40"
"Rg[1,18,1,8]",0.001577965,0.000435145175,0.00521414599999999,"F",18,2014,9,"36-40"
"Rg[2,18,1,8]",0.001577965,0.000435145175,0.00521414599999999,"M",18,2014,9,"36-40"
"Rg[1,19,1,8]",0.00788105,0.00492270275,0.0129581475,"F",19,2014,9,"36-40"
"Rg[2,19,1,8]",0.00788105,0.00492270275,0.0129581475,"M",19,2014,9,"36-40"
"Rg[1,20,1,8]",0.001562035,0.0003561546,0.00478621675,"F",20,2014,9,"36-40"
"Rg[2,20,1,8]",0.001562035,0.0003561546,0.00478621675,"M",20,2014,9,"36-40"
"Rg[1,21,1,8]",0.00671975,0.00374948875,0.01097305,"F",21,2014,9,"36-40"
"Rg[2,21,1,8]",0.00671975,0.00374948875,0.01097305,"M",21,2014,9,"36-40"
"Rg[1,22,1,8]",0.003634345,0.000908655725,0.01116642,"F",22,2014,9,"36-40"
"Rg[2,22,1,8]",0.003634345,0.000908655725,0.01116642,"M",22,2014,9,"36-40"
"Rg[1,23,1,8]",0.00607681,0.00144607775,0.020642155,"F",23,2014,9,"36-40"
"Rg[2,23,1,8]",0.00607681,0.00144607775,0.020642155,"M",23,2014,9,"36-40"
"Rg[1,24,1,8]",0.001057115,0.000291625425,0.00295533275,"F",24,2014,9,"36-40"
"Rg[2,24,1,8]",0.001057115,0.000291625425,0.00295533275,"M",24,2014,9,"36-40"
"Rg[1,25,1,8]",0.00026633,9.4630515e-05,0.000628952149999999,"F",25,2014,9,"36-40"
"Rg[2,25,1,8]",0.00026633,9.4630515e-05,0.000628952149999999,"M",25,2014,9,"36-40"
"Rg[1,26,1,8]",0.00372876,0.00117463,0.00880969599999999,"F",26,2014,9,"36-40"
"Rg[2,26,1,8]",0.00372876,0.00117463,0.00880969599999999,"M",26,2014,9,"36-40"
"Rg[1,27,1,8]",0.002486775,0.00046426085,0.00914857949999998,"F",27,2014,9,"36-40"
"Rg[2,27,1,8]",0.002486775,0.00046426085,0.00914857949999998,"M",27,2014,9,"36-40"
"Rg[1,1,2,8]",0.0328618,0.0142175375,0.058568845,"F",1,2015,9,"36-40"
"Rg[2,1,2,8]",0.0328618,0.0142175375,0.058568845,"M",1,2015,9,"36-40"
"Rg[1,2,2,8]",0.167512,0.1351758,0.215430475,"F",2,2015,9,"36-40"
"Rg[2,2,2,8]",0.167512,0.1351758,0.215430475,"M",2,2015,9,"36-40"
"Rg[1,3,2,8]",0.194009,0.166873225,0.22348815,"F",3,2015,9,"36-40"
"Rg[2,3,2,8]",0.194009,0.166873225,0.22348815,"M",3,2015,9,"36-40"
"Rg[1,4,2,8]",0.0213667,0.01455237,0.03150065,"F",4,2015,9,"36-40"
"Rg[2,4,2,8]",0.0213667,0.01455237,0.03150065,"M",4,2015,9,"36-40"
"Rg[1,5,2,8]",0.0393666,0.0348663425,0.044122085,"F",5,2015,9,"36-40"
"Rg[2,5,2,8]",0.0393666,0.0348663425,0.044122085,"M",5,2015,9,"36-40"
"Rg[1,6,2,8]",0.01275395,0.0093471445,0.01751052,"F",6,2015,9,"36-40"
"Rg[2,6,2,8]",0.01275395,0.0093471445,0.01751052,"M",6,2015,9,"36-40"
"Rg[1,7,2,8]",0.00733494,0.00359162175,0.01427888,"F",7,2015,9,"36-40"
"Rg[2,7,2,8]",0.00733494,0.00359162175,0.01427888,"M",7,2015,9,"36-40"
"Rg[1,8,2,8]",0.003094065,0.0014375095,0.0064063075,"F",8,2015,9,"36-40"
"Rg[2,8,2,8]",0.003094065,0.0014375095,0.0064063075,"M",8,2015,9,"36-40"
"Rg[1,9,2,8]",0.008988685,0.00565459575,0.014198905,"F",9,2015,9,"36-40"
"Rg[2,9,2,8]",0.008988685,0.00565459575,0.014198905,"M",9,2015,9,"36-40"
"Rg[1,10,2,8]",0.0143172,0.010370465,0.01932664,"F",10,2015,9,"36-40"
"Rg[2,10,2,8]",0.0143172,0.010370465,0.01932664,"M",10,2015,9,"36-40"
"Rg[1,11,2,8]",0.006511325,0.00356931575,0.0111080975,"F",11,2015,9,"36-40"
"Rg[2,11,2,8]",0.006511325,0.00356931575,0.0111080975,"M",11,2015,9,"36-40"
"Rg[1,12,2,8]",0.0119188,0.007636383,0.01783089,"F",12,2015,9,"36-40"
"Rg[2,12,2,8]",0.0119188,0.007636383,0.01783089,"M",12,2015,9,"36-40"
"Rg[1,13,2,8]",0.003181825,0.0019672355,0.00484541125,"F",13,2015,9,"36-40"
"Rg[2,13,2,8]",0.003181825,0.0019672355,0.00484541125,"M",13,2015,9,"36-40"
"Rg[1,14,2,8]",0.01207145,0.008264615,0.01703421,"F",14,2015,9,"36-40"
"Rg[2,14,2,8]",0.01207145,0.008264615,0.01703421,"M",14,2015,9,"36-40"
"Rg[1,15,2,8]",0.0144306,0.0100477575,0.0206100225,"F",15,2015,9,"36-40"
"Rg[2,15,2,8]",0.0144306,0.0100477575,0.0206100225,"M",15,2015,9,"36-40"
"Rg[1,16,2,8]",0.004281015,0.00265411725,0.0068969725,"F",16,2015,9,"36-40"
"Rg[2,16,2,8]",0.004281015,0.00265411725,0.0068969725,"M",16,2015,9,"36-40"
"Rg[1,17,2,8]",0.09421545,0.0773504775,0.112946675,"F",17,2015,9,"36-40"
"Rg[2,17,2,8]",0.09421545,0.0773504775,0.112946675,"M",17,2015,9,"36-40"
"Rg[1,18,2,8]",0.00411095,0.0018729325,0.0078369025,"F",18,2015,9,"36-40"
"Rg[2,18,2,8]",0.00411095,0.0018729325,0.0078369025,"M",18,2015,9,"36-40"
"Rg[1,19,2,8]",0.0117307,0.00847497175,0.016894215,"F",19,2015,9,"36-40"
"Rg[2,19,2,8]",0.0117307,0.00847497175,0.016894215,"M",19,2015,9,"36-40"
"Rg[1,20,2,8]",0.01790465,0.012590365,0.0248198625,"F",20,2015,9,"36-40"
"Rg[2,20,2,8]",0.01790465,0.012590365,0.0248198625,"M",20,2015,9,"36-40"
"Rg[1,21,2,8]",0.009435275,0.0064111775,0.013813315,"F",21,2015,9,"36-40"
"Rg[2,21,2,8]",0.009435275,0.0064111775,0.013813315,"M",21,2015,9,"36-40"
"Rg[1,22,2,8]",0.01202955,0.00682026925,0.0208312625,"F",22,2015,9,"36-40"
"Rg[2,22,2,8]",0.01202955,0.00682026925,0.0208312625,"M",22,2015,9,"36-40"
"Rg[1,23,2,8]",0.02125355,0.0110897225,0.036813635,"F",23,2015,9,"36-40"
"Rg[2,23,2,8]",0.02125355,0.0110897225,0.036813635,"M",23,2015,9,"36-40"
"Rg[1,24,2,8]",0.00203159,0.0009133,0.0040217795,"F",24,2015,9,"36-40"
"Rg[2,24,2,8]",0.00203159,0.0009133,0.0040217795,"M",24,2015,9,"36-40"
"Rg[1,25,2,8]",0.00457677,0.00361677825,0.0058431335,"F",25,2015,9,"36-40"
"Rg[2,25,2,8]",0.00457677,0.00361677825,0.0058431335,"M",25,2015,9,"36-40"
"Rg[1,26,2,8]",0.2715805,0.228715175,0.31908525,"F",26,2015,9,"36-40"
"Rg[2,26,2,8]",0.2715805,0.228715175,0.31908525,"M",26,2015,9,"36-40"
"Rg[1,27,2,8]",0.007290375,0.003556102,0.0148717675,"F",27,2015,9,"36-40"
"Rg[2,27,2,8]",0.007290375,0.003556102,0.0148717675,"M",27,2015,9,"36-40"
"Rg[1,1,3,8]",0.06010295,0.04396841,0.0825898,"F",1,2016,9,"36-40"
"Rg[2,1,3,8]",0.06010295,0.04396841,0.0825898,"M",1,2016,9,"36-40"
"Rg[1,2,3,8]",0.3645355,0.318007875,0.42108945,"F",2,2016,9,"36-40"
"Rg[2,2,3,8]",0.3645355,0.318007875,0.42108945,"M",2,2016,9,"36-40"
"Rg[1,3,3,8]",0.2432825,0.2129545,0.27440655,"F",3,2016,9,"36-40"
"Rg[2,3,3,8]",0.2432825,0.2129545,0.27440655,"M",3,2016,9,"36-40"
"Rg[1,4,3,8]",0.03149415,0.02426901,0.0420782025,"F",4,2016,9,"36-40"
"Rg[2,4,3,8]",0.03149415,0.02426901,0.0420782025,"M",4,2016,9,"36-40"
"Rg[1,5,3,8]",0.0584649,0.0518410125,0.065447645,"F",5,2016,9,"36-40"
"Rg[2,5,3,8]",0.0584649,0.0518410125,0.065447645,"M",5,2016,9,"36-40"
"Rg[1,6,3,8]",0.266931,0.241555125,0.29448955,"F",6,2016,9,"36-40"
"Rg[2,6,3,8]",0.266931,0.241555125,0.29448955,"M",6,2016,9,"36-40"
"Rg[1,7,3,8]",0.00768023,0.0038749255,0.0144979975,"F",7,2016,9,"36-40"
"Rg[2,7,3,8]",0.00768023,0.0038749255,0.0144979975,"M",7,2016,9,"36-40"
"Rg[1,8,3,8]",0.0110353,0.0085109025,0.01516821,"F",8,2016,9,"36-40"
"Rg[2,8,3,8]",0.0110353,0.0085109025,0.01516821,"M",8,2016,9,"36-40"
"Rg[1,9,3,8]",0.01170505,0.00839936725,0.0170391725,"F",9,2016,9,"36-40"
"Rg[2,9,3,8]",0.01170505,0.00839936725,0.0170391725,"M",9,2016,9,"36-40"
"Rg[1,10,3,8]",0.1239145,0.1054007,0.14686985,"F",10,2016,9,"36-40"
"Rg[2,10,3,8]",0.1239145,0.1054007,0.14686985,"M",10,2016,9,"36-40"
"Rg[1,11,3,8]",0.01406485,0.0106339175,0.0189883,"F",11,2016,9,"36-40"
"Rg[2,11,3,8]",0.01406485,0.0106339175,0.0189883,"M",11,2016,9,"36-40"
"Rg[1,12,3,8]",0.01476785,0.010504685,0.02069913,"F",12,2016,9,"36-40"
"Rg[2,12,3,8]",0.01476785,0.010504685,0.02069913,"M",12,2016,9,"36-40"
"Rg[1,13,3,8]",0.005668685,0.00442824825,0.0074677375,"F",13,2016,9,"36-40"
"Rg[2,13,3,8]",0.005668685,0.00442824825,0.0074677375,"M",13,2016,9,"36-40"
"Rg[1,14,3,8]",0.0626817,0.053093835,0.074015025,"F",14,2016,9,"36-40"
"Rg[2,14,3,8]",0.0626817,0.053093835,0.074015025,"M",14,2016,9,"36-40"
"Rg[1,15,3,8]",0.464294,0.383953975,0.552468625,"F",15,2016,9,"36-40"
"Rg[2,15,3,8]",0.464294,0.383953975,0.552468625,"M",15,2016,9,"36-40"
"Rg[1,16,3,8]",0.00813931,0.0063525645,0.010861765,"F",16,2016,9,"36-40"
"Rg[2,16,3,8]",0.00813931,0.0063525645,0.010861765,"M",16,2016,9,"36-40"
"Rg[1,17,3,8]",0.36269,0.343645075,0.379898475,"F",17,2016,9,"36-40"
"Rg[2,17,3,8]",0.36269,0.343645075,0.379898475,"M",17,2016,9,"36-40"
"Rg[1,18,3,8]",0.0636566,0.0531267625,0.0768693225,"F",18,2016,9,"36-40"
"Rg[2,18,3,8]",0.0636566,0.0531267625,0.0768693225,"M",18,2016,9,"36-40"
"Rg[1,19,3,8]",0.1094345,0.095468885,0.12553325,"F",19,2016,9,"36-40"
"Rg[2,19,3,8]",0.1094345,0.095468885,0.12553325,"M",19,2016,9,"36-40"
"Rg[1,20,3,8]",0.3153235,0.27064235,0.3718588,"F",20,2016,9,"36-40"
"Rg[2,20,3,8]",0.3153235,0.27064235,0.3718588,"M",20,2016,9,"36-40"
"Rg[1,21,3,8]",0.01196535,0.00892918625,0.016477155,"F",21,2016,9,"36-40"
"Rg[2,21,3,8]",0.01196535,0.00892918625,0.016477155,"M",21,2016,9,"36-40"
"Rg[1,22,3,8]",0.0259002,0.019517995,0.0360865975,"F",22,2016,9,"36-40"
"Rg[2,22,3,8]",0.0259002,0.019517995,0.0360865975,"M",22,2016,9,"36-40"
"Rg[1,23,3,8]",0.04187255,0.029366845,0.0598558375,"F",23,2016,9,"36-40"
"Rg[2,23,3,8]",0.04187255,0.029366845,0.0598558375,"M",23,2016,9,"36-40"
"Rg[1,24,3,8]",0.00300547,0.0017843305,0.00496896625,"F",24,2016,9,"36-40"
"Rg[2,24,3,8]",0.00300547,0.0017843305,0.00496896625,"M",24,2016,9,"36-40"
"Rg[1,25,3,8]",0.0113457,0.00987950575,0.0131849925,"F",25,2016,9,"36-40"
"Rg[2,25,3,8]",0.0113457,0.00987950575,0.0131849925,"M",25,2016,9,"36-40"
"Rg[1,26,3,8]",0.389299,0.344925775,0.4379524,"F",26,2016,9,"36-40"
"Rg[2,26,3,8]",0.389299,0.344925775,0.4379524,"M",26,2016,9,"36-40"
"Rg[1,27,3,8]",0.100728,0.083494875,0.1223281,"F",27,2016,9,"36-40"
"Rg[2,27,3,8]",0.100728,0.083494875,0.1223281,"M",27,2016,9,"36-40"
"Rg[1,1,4,8]",0.0679979,0.0518089175,0.0913306649999999,"F",1,2017,9,"36-40"
"Rg[2,1,4,8]",0.0679979,0.0518089175,0.0913306649999999,"M",1,2017,9,"36-40"
"Rg[1,2,4,8]",0.3698425,0.3227287,0.4261874,"F",2,2017,9,"36-40"
"Rg[2,2,4,8]",0.3698425,0.3227287,0.4261874,"M",2,2017,9,"36-40"
"Rg[1,3,4,8]",0.271477,0.24025785,0.303513075,"F",3,2017,9,"36-40"
"Rg[2,3,4,8]",0.271477,0.24025785,0.303513075,"M",3,2017,9,"36-40"
"Rg[1,4,4,8]",0.03556315,0.02834627,0.0458854925,"F",4,2017,9,"36-40"
"Rg[2,4,4,8]",0.03556315,0.02834627,0.0458854925,"M",4,2017,9,"36-40"
"Rg[1,5,4,8]",0.07718345,0.0685170875,0.0862974825,"F",5,2017,9,"36-40"
"Rg[2,5,4,8]",0.07718345,0.0685170875,0.0862974825,"M",5,2017,9,"36-40"
"Rg[1,6,4,8]",0.5668035,0.5403547,0.5900377,"F",6,2017,9,"36-40"
"Rg[2,6,4,8]",0.5668035,0.5403547,0.5900377,"M",6,2017,9,"36-40"
"Rg[1,7,4,8]",0.00786556,0.00402008725,0.01470315,"F",7,2017,9,"36-40"
"Rg[2,7,4,8]",0.00786556,0.00402008725,0.01470315,"M",7,2017,9,"36-40"
"Rg[1,8,4,8]",0.0248037,0.021176785,0.02923978,"F",8,2017,9,"36-40"
"Rg[2,8,4,8]",0.0248037,0.021176785,0.02923978,"M",8,2017,9,"36-40"
"Rg[1,9,4,8]",0.0128567,0.0095012515,0.0182373075,"F",9,2017,9,"36-40"
"Rg[2,9,4,8]",0.0128567,0.0095012515,0.0182373075,"M",9,2017,9,"36-40"
"Rg[1,10,4,8]",0.135113,0.1157737,0.15795335,"F",10,2017,9,"36-40"
"Rg[2,10,4,8]",0.135113,0.1157737,0.15795335,"M",10,2017,9,"36-40"
"Rg[1,11,4,8]",0.05742705,0.0489629875,0.0669674825,"F",11,2017,9,"36-40"
"Rg[2,11,4,8]",0.05742705,0.0489629875,0.0669674825,"M",11,2017,9,"36-40"
"Rg[1,12,4,8]",0.01944675,0.0149668575,0.0256007425,"F",12,2017,9,"36-40"
"Rg[2,12,4,8]",0.01944675,0.0149668575,0.0256007425,"M",12,2017,9,"36-40"
"Rg[1,13,4,8]",0.02687615,0.02306621,0.0314385075,"F",13,2017,9,"36-40"
"Rg[2,13,4,8]",0.02687615,0.02306621,0.0314385075,"M",13,2017,9,"36-40"
"Rg[1,14,4,8]",0.101222,0.0892095775,0.1138955,"F",14,2017,9,"36-40"
"Rg[2,14,4,8]",0.101222,0.0892095775,0.1138955,"M",14,2017,9,"36-40"
"Rg[1,15,4,8]",0.4791535,0.39924755,0.5666851,"F",15,2017,9,"36-40"
"Rg[2,15,4,8]",0.4791535,0.39924755,0.5666851,"M",15,2017,9,"36-40"
"Rg[1,16,4,8]",0.00884238,0.007053534,0.01159984,"F",16,2017,9,"36-40"
"Rg[2,16,4,8]",0.00884238,0.007053534,0.01159984,"M",16,2017,9,"36-40"
"Rg[1,17,4,8]",0.3668805,0.3478787,0.384094625,"F",17,2017,9,"36-40"
"Rg[2,17,4,8]",0.3668805,0.3478787,0.384094625,"M",17,2017,9,"36-40"
"Rg[1,18,4,8]",0.159859,0.13990835,0.181438125,"F",18,2017,9,"36-40"
"Rg[2,18,4,8]",0.159859,0.13990835,0.181438125,"M",18,2017,9,"36-40"
"Rg[1,19,4,8]",0.1155425,0.102114625,0.131244025,"F",19,2017,9,"36-40"
"Rg[2,19,4,8]",0.1155425,0.102114625,0.131244025,"M",19,2017,9,"36-40"
"Rg[1,20,4,8]",0.3256405,0.2805576,0.382105875,"F",20,2017,9,"36-40"
"Rg[2,20,4,8]",0.3256405,0.2805576,0.382105875,"M",20,2017,9,"36-40"
"Rg[1,21,4,8]",0.01222795,0.0092041335,0.016708765,"F",21,2017,9,"36-40"
"Rg[2,21,4,8]",0.01222795,0.0092041335,0.016708765,"M",21,2017,9,"36-40"
"Rg[1,22,4,8]",0.03315005,0.02660566,0.0433806925,"F",22,2017,9,"36-40"
"Rg[2,22,4,8]",0.03315005,0.02660566,0.0433806925,"M",22,2017,9,"36-40"
"Rg[1,23,4,8]",0.5091775,0.44797055,0.575551075,"F",23,2017,9,"36-40"
"Rg[2,23,4,8]",0.5091775,0.44797055,0.575551075,"M",23,2017,9,"36-40"
"Rg[1,24,4,8]",0.004306035,0.00304169825,0.0062823865,"F",24,2017,9,"36-40"
"Rg[2,24,4,8]",0.004306035,0.00304169825,0.0062823865,"M",24,2017,9,"36-40"
"Rg[1,25,4,8]",0.0129055,0.01139011,0.0147660925,"F",25,2017,9,"36-40"
"Rg[2,25,4,8]",0.0129055,0.01139011,0.0147660925,"M",25,2017,9,"36-40"
"Rg[1,26,4,8]",0.391596,0.347385825,0.440234375,"F",26,2017,9,"36-40"
"Rg[2,26,4,8]",0.391596,0.347385825,0.440234375,"M",26,2017,9,"36-40"
"Rg[1,27,4,8]",0.256511,0.2248183,0.293107775,"F",27,2017,9,"36-40"
"Rg[2,27,4,8]",0.256511,0.2248183,0.293107775,"M",27,2017,9,"36-40"
"Rg[1,1,5,8]",0.08593275,0.068770425,0.109783575,"F",1,2018,9,"36-40"
"Rg[2,1,5,8]",0.08593275,0.068770425,0.109783575,"M",1,2018,9,"36-40"
"Rg[1,2,5,8]",0.376084,0.3297584,0.432279275,"F",2,2018,9,"36-40"
"Rg[2,2,5,8]",0.376084,0.3297584,0.432279275,"M",2,2018,9,"36-40"
"Rg[1,3,5,8]",0.2963405,0.26447375,0.329443325,"F",3,2018,9,"36-40"
"Rg[2,3,5,8]",0.2963405,0.26447375,0.329443325,"M",3,2018,9,"36-40"
"Rg[1,4,5,8]",0.0358389,0.02858806,0.04611991,"F",4,2018,9,"36-40"
"Rg[2,4,5,8]",0.0358389,0.02858806,0.04611991,"M",4,2018,9,"36-40"
"Rg[1,5,5,8]",0.0808166,0.07231992,0.08984498,"F",5,2018,9,"36-40"
"Rg[2,5,5,8]",0.0808166,0.07231992,0.08984498,"M",5,2018,9,"36-40"
"Rg[1,6,5,8]",0.5751475,0.54813515,0.598836975,"F",6,2018,9,"36-40"
"Rg[2,6,5,8]",0.5751475,0.54813515,0.598836975,"M",6,2018,9,"36-40"
"Rg[1,7,5,8]",0.008052525,0.004235509,0.01490275,"F",7,2018,9,"36-40"
"Rg[2,7,5,8]",0.008052525,0.004235509,0.01490275,"M",7,2018,9,"36-40"
"Rg[1,8,5,8]",0.0343909,0.0300440325,0.0394702375,"F",8,2018,9,"36-40"
"Rg[2,8,5,8]",0.0343909,0.0300440325,0.0394702375,"M",8,2018,9,"36-40"
"Rg[1,9,5,8]",0.0130392,0.00971599625,0.0183611425,"F",9,2018,9,"36-40"
"Rg[2,9,5,8]",0.0130392,0.00971599625,0.0183611425,"M",9,2018,9,"36-40"
"Rg[1,10,5,8]",0.137812,0.118636825,0.160449025,"F",10,2018,9,"36-40"
"Rg[2,10,5,8]",0.137812,0.118636825,0.160449025,"M",10,2018,9,"36-40"
"Rg[1,11,5,8]",0.113735,0.099301745,0.129400625,"F",11,2018,9,"36-40"
"Rg[2,11,5,8]",0.113735,0.099301745,0.129400625,"M",11,2018,9,"36-40"
"Rg[1,12,5,8]",0.02898895,0.0241179025,0.0353833225,"F",12,2018,9,"36-40"
"Rg[2,12,5,8]",0.02898895,0.0241179025,0.0353833225,"M",12,2018,9,"36-40"
"Rg[1,13,5,8]",0.04858975,0.0422820775,0.0555262625,"F",13,2018,9,"36-40"
"Rg[2,13,5,8]",0.04858975,0.0422820775,0.0555262625,"M",13,2018,9,"36-40"
"Rg[1,14,5,8]",0.196174,0.1753987,0.219997475,"F",14,2018,9,"36-40"
"Rg[2,14,5,8]",0.196174,0.1753987,0.219997475,"M",14,2018,9,"36-40"
"Rg[1,15,5,8]",0.494703,0.413581025,0.580606425,"F",15,2018,9,"36-40"
"Rg[2,15,5,8]",0.494703,0.413581025,0.580606425,"M",15,2018,9,"36-40"
"Rg[1,16,5,8]",0.009544095,0.007784434,0.0123524375,"F",16,2018,9,"36-40"
